feedback,preprocessed_text,sentiment_score,label
"I did a live chat with Angelita a customer service representative for Nike.com today regarding a return for two shoes and she was extremely kind to take the time to help me look up my item and stayed online all the way until the end of the transaction. Plus, she was very courteous and patient while I searched for my return slip that I got from the UPS store. She provided an outstanding service and showed complete professionalism throughout! I hope every customer will get a service as I did from her! Have an awesome day and I wish you nothing but the best Angelita!",live chat angelita customer service representative nikecom today regarding return two shoes extremely kind take time help look item stayed online way end transaction plus courteous patient searched return slip got ups store provided outstanding service showed complete professionalism throughout hope every customer get service awesome day wish nothing best angelita,0.9639,positive
"Total pleasure dealing with Ann in the customer service team. No wait time, super responsive, and super pleasant. Problem was solved in minutes.",total pleasure dealing ann customer service team wait time super responsive super pleasant problem solved minutes,0.9493,positive
"Wonderful sneakers, TOP",wonderful sneakers top,0.6705,positive
I love their colorful fancy sneakers ! :) But not very easy for running though,love colorful fancy sneakers easy running though,0.7964,positive
I was on the Nike website ordering some shirts and i was .5 over my giftcard around. I chatted with their customer service rep and he gave me a small discount code which helped me be able to afford my bag on my gift card. Thanks for a great experience,nike website ordering shirts giftcard around chatted customer service rep gave small discount code helped able afford bag gift card thanks great experience,0.872,positive
"I see where you just gave an endorsement to a young man with cerebral palsy. I applaud you doing that. Now to make it even better you need to kick Colin Kaepernick to the curb, because Colin Kaepernick does not deserve to be anywhere near the same platform as the young man with cerebral palsy.",see gave endorsement young man cerebral palsy applaud make even better need kick colin kaepernick curb colin kaepernick deserve anywhere near platform young man cerebral palsy,0.802,positive
Love nick products but they are so expensive now I can’t afford them 😞,love nick products expensive cant afford,0.6369,positive
Good products however they don't care about customers,good products however dont care customers,0.0701,positive
"I love nike, everything they have become and continue to do...but i have a major issue with snkrs pass..   Only select cities?  NY and Chicago and LA...   What about Orlando? Miami?  and other cities..  every city should have an opportunity to get limited shoes....  i mean between the secret drops and snkrs pass and bots, it makes it unfair for the average joe... i want to give you 5 stars but the fairness is a big factor for me...",love nike everything become continue dobut major issue snkrs pass select cities ny chicago la orlando miami cities every city opportunity get limited shoes mean secret drops snkrs pass bots makes unfair average joe want give stars fairness big factor,0.5106,positive
"I bought the white men’s vapormax’s and damnnnn these shoes are so comfy and so cool. Delivery was organised when I was in Dubai to the UK very swiftly, the package came well packaged and looked great. Great customer communication and parcel tracking.",bought white mens vapormaxs damnnnn shoes comfy cool delivery organised dubai uk swiftly package came well packaged looked great great customer communication parcel tracking,0.93,positive
"I applaud Nike when they stand, kneel, join hands with athletes like Colin Kaepernick. Nike's support is formidable and valuable. I've been a long-time Nike customer. They keep me running. Now about those sweatshops...",applaud nike stand kneel join hands athletes like colin kaepernick nikes support formidable valuable ive longtime nike customer keep running sweatshops,0.91,positive
"good quality, fast delivery",good quality fast delivery,0.4404,positive
"I like your Logo and I like your clothes and shoes,they are very good for sports.When I wear it and I feel so comfortable.I hope that you don't change.",like logo like clothes shoesthey good sportswhen wear feel comfortablei hope dont change,0.8689,positive
Nice to see a company taking a stand on important social issues.,nice see company taking stand important social issues,0.5574,positive
I think that Nike is the best shoe company right now based on statistics and sales. That's just my opinion and there are way more pros than cons if someone trie to dabate.,think nike best shoe company right based statistics sales thats opinion way pros cons someone trie dabate,0.6369,positive
"Very good quality tennis shoes. I will always be a customer, even if Trump endorses his own golf shoes. Great job!",good quality tennis shoes always customer even trump endorses golf shoes great job,0.8555,positive
I bought a pair of trainers here recently and honestly i had a good experience with them. They showed clearly their prices and sizes and I was able to receive my package on time.,bought pair trainers recently honestly good experience showed clearly prices sizes able receive package time,0.8225,positive
"Thankful to support a company whom believe all lives are created equal and worthy to be treated with dignity & respect. So sad individuals value a flag and a ceremonial song sang before an event rather than the life of someone other than their on race.  As long as African American are being slathered no one cares but their own race of people.  However, just suppose the shoe was on the other foot and African American cops where killing innocent unarmed white people most definitely all the negative feedback wouldn't be projected towards Nike. No suprise all the hate is coming from those whom see themselves as superior to minorities (Blacks)? Remember HATE is a CANCER !!!!!!!",thankful support company believe lives created equal worthy treated dignity respect sad individuals value flag ceremonial song sang event rather life someone race long african american slathered one cares race people however suppose shoe foot african american cops killing innocent unarmed white people definitely negative feedback wouldnt projected towards nike suprise hate coming see superior minorities blacks remember hate cancer,0.6249,negative
Thank you for standing up and out !!!  I'm not really excited about your products But because of your new ad I just bought a Nike shirt.,thank standing im really excited products new ad bought nike shirt,0.6361,positive
Love the new ad..everyone is entitled to freedom of speech and to stand or kneel for what they believe in.. haters always gonna hate so let them..,love new adeveryone entitled freedom speech stand kneel believe haters always gon na hate let,0.5574,positive
Nike ! From head to toe! Big ups for new ad campaign!,nike head toe big ups new ad campaign,0.0,neutral
As a business owner shame on you .  Having a bonfire with Nike shoes in my yard.,business owner shame bonfire nike shoes yard,-0.4767,negative
Go Nike. Disregard  the president's medling. He really needs to focus on mending the con try not rip it up. Just do it bro.,go nike disregard presidents medling really needs focus mending con try rip bro,-0.2732,negative
GREAT JOB NIKE! Love that you are supporting what’s right. I will continue to wear and buy Nike. I’m ordering some Nike huraches as we speak. Support CK ALWAYS,great job nike love supporting whats right continue wear buy nike im ordering nike huraches speak support ck always,0.9313,positive
"I'm so proud to wear my Nike products! From now on, we will only be buying Nike exclusively.  Bravo for having the courage to support Kaepernick's message about equality and justice FOR ALL. It amazes me how many people are so easily threatened by a person kneeling in protest of injustice and inequality. Kudos to your company for giving a voice to the voiceless.",im proud wear nike products buying nike exclusively bravo courage support kaepernicks message equality justice amazes many people easily threatened person kneeling protest injustice inequality kudos company giving voice voiceless,0.9325,positive
"I am a coach of a major college football program.  To a person on the team... we are abandoning Nike products.  I cannot imagine a more divisive campaign than endorsing a truly anti-American sentiment and someone who cannot find a reasonable and appropriate platform to address their concerns.  Sad.  I grew up admiring Nike.  Now I despise everything Nike stands for.  Say goodbye to hundreds of shoe deals, endorsements, and consumer purchases.  Your CEO needs to apologize immediately to a majority... but I suspect that won’t happen.  Good.  I want Nike to fail and I believe the leadership will assist in this cause.  Thank you.",coach major college football program person team abandoning nike products imagine divisive campaign endorsing truly antiamerican sentiment someone find reasonable appropriate platform address concerns sad grew admiring nike despise everything nike stands say goodbye hundreds shoe deals endorsements consumer purchases ceo needs apologize immediately majority suspect wont happen good want nike fail believe leadership assist cause thank,-0.7922,negative
"Thank you, Nike, for doing the right thing. I haven’t bought your brand for many years. No reason, just haven’t. When I read that you took a chance on Mr. Kaepernick I was so delighted!  You have my highest respect. This week I’m going to buy my first pair of Nikes for myself (bought for kids years ago but they are grown). I have two small grandkids and I am going to buy them Nike’s, too. They don’t need shoes right now but I am going to support you because you did what no one else would do. You stepped outside the box. You JUST DID IT!!!!!  Thank you!!!",thank nike right thing havent bought brand many years reason havent read took chance mr kaepernick delighted highest respect week im going buy first pair nikes bought kids years ago grown two small grandkids going buy nikes dont need shoes right going support one else would stepped outside box thank,0.9074,positive
Thank you Nike for supporting Kaepernick’s!  I will absolutely support your decision... I wil always buy your Brand.. Myself and my children will buy 2pairs each this weekend!!! Thank you for your supportBestCynthia Ross 4/ever,thank nike supporting kaepernicks absolutely support decision wil always buy brand children buy 2pairs weekend thank supportbestcynthia ross 4ever,0.8718,positive
"Disappointed .. another mega company getting involved in politics.. you started selling apparel , what has changed.. go too rich..and nothing to do with your time.. diisapointed",disappointed another mega company getting involved politics started selling apparel changed go richand nothing time diisapointed,-0.4767,negative
"Nike we are""Just doing it"" you just lost  some very big customers. We are throwing our Nike stuff out. Very bad and disappointing choice in signing Kappernick",nike arejust lost big customers throwing nike stuff bad disappointing choice signing kappernick,-0.8402,negative
LOVE NIKE!!! LOVE THE NEW AD!! YOU ARE ON THE RIGHT SIDE OF HISTORY!!,love nike love new ad right side history,0.8555,positive
So glad you’ve decided to be on the right side of history and stand for racial justice and the first amendment. Will do more to support Nike moving forward.,glad youve decided right side history stand racial justice first amendment support nike moving forward,0.8442,positive
Glad to see Nike give voice to a sad problem in America.  They understand the real issue and aren't afraid to speak truth.  Going out to buy new Nike clothing today in support!,glad see nike give voice sad problem america understand real issue arent afraid speak truth going buy new nike clothing today support,-0.2644,positive
"Good enough, but too expensive to afford.",good enough expensive afford,0.4404,positive
Very Comfy shoes! Really nice and warm to wear. You can use it in any kind of weather even in water and dry activities. Really nice customer service also.,comfy shoes really nice warm wear use kind weather even water dry activities really nice customer service also,0.8949,positive
ordered football boots on Saturday night - cheaper than anywhere else - were delivered by Monday - superb service!,ordered football boots saturday night cheaper anywhere else delivered monday superb service,0.6249,positive
Love my Nike React running shoes! The react technology is perfect for working out at the gym. It’s responsive and truly a comfortable shoe! May not wear the ultraboosts for a while 😎,love nike react running shoes react technology perfect working gym responsive truly comfortable shoe may wear ultraboosts,0.9485,positive
Placed my fourth order today and I absolutely love this website. Free delivery and free returns too! Absolute gem!,placed fourth order today absolutely love website free delivery free returns absolute gem,0.9122,positive
My  third order with Nike.com free shipping  and free returns no problems.,third order nikecom free shipping free returns problems,0.5994,positive
"Got joggers for running, amazing piece!!",got joggers running amazing piece,0.5859,positive
"Had a very good order with Nike again .Even  when there’s a problem with Nike they always atleast try ,witch is always appreciated!  defo order from Nike direct if they have your product they always try to help you",good order nike even theres problem nike always atleast try witch always appreciated defo order nike direct product always try help,0.5719,positive
"Best customer service, give me the solution in a short period of time",best customer service give solution short period time,0.7579,positive
I've tried several sneaker brands since the early 90s. None seem to fit like Nike. I can always find something I like at a decent price.,ive tried several sneaker brands since early 90s none seem fit like nike always find something like decent price,-0.652,positive
I just bought a pair of shoes today and they offered me free shipping and returns. They always know how to treat their customers with respect. Thanks Nike.,bought pair shoes today offered free shipping returns always know treat customers respect thanks nike,0.9001,positive
"Not the best customer service. Plus, I think they should indicate that the shoes are not really made in USA, at least, not the one I Bought. But, even so, shoes are great.",best customer service plus think indicate shoes really made usa least one bought even shoes great,0.8519,positive
Happy to be served by them. Best service ever. Top of the class products.,happy served best service ever top class products,0.8658,positive
"The delivery was so quick I didn't expect that, thanks guys, really appreciate your service",delivery quick didnt expect thanks guys really appreciate service,0.1499,positive
"very on time delivery (in England). I have got refunded several times as I did not feel comfortable on some ordered shoes. They have also various discounts and even some specific one for students for which, as a student, I admire them.",time delivery england got refunded several times feel comfortable ordered shoes also various discounts even specific one students student admire,0.7506,positive
I give 3 stars only because i finally received my order! The delivery took ages and its bery hard to get in touch with their support,give stars finally received order delivery took ages bery hard get touch support,0.3182,positive
Fantastic Shoes. Recently bought a few pairs from their online store and they are excellent quality. No delays in delivery. All round fantastic service.,fantastic shoes recently bought pairs online store excellent quality delays delivery round fantastic service,0.8979,positive
I have several types of football boots from Nike.I bought one expensive pair which I had used once and wasn't suitable for my playing experience and I this explained to them. I politely asked for a exchange / refund and they were really prompt in offering a refund and also paying it back to my card.It's when there is a slight problem a company's customer service is properly tested and I was most appreciative.Because of that I look forward to using those funds to buy a different pair of Nike football boots.,several types football boots nikei bought one expensive pair used wasnt suitable playing experience explained politely asked exchange refund really prompt offering refund also paying back cardits slight problem companys customer service properly tested appreciativebecause look forward using funds buy different pair nike football boots,-0.5093,negative
"Ordered the new football pants off here and got it yesterday. The fit was perfect and their size guide and general tips are accurate. Customer service is really good. At all stages of the ordering and shipping, the customer service was helpful in sharing information that you can't see on the website (Tracking won't show till it is in your country). The only flip side is shipping to NZ is very arbitrary (3-12 days) and mine came in 10 days. Wish they could do it sooner considering that shipping is being paid for by the customer. Also, not much difference between Standard and Express in terms of shipping time but way more expensive. Overall, great experience, great product, accurate but slightly long shipping duration.",ordered new football pants got yesterday fit perfect size guide general tips accurate customer service really good stages ordering shipping customer service helpful sharing information cant see website tracking wont show till country flip side shipping nz arbitrary days mine came days wish could sooner considering shipping paid customer also much difference standard express terms shipping time way expensive overall great experience great product accurate slightly long shipping duration,0.9774,positive
Never had a single problemGreat customer service quick deliveries,never single problemgreat customer service quick deliveries,0.0,neutral
Never had a problem Free fast deliveryExcellent as always,never problem free fast deliveryexcellent always,-0.1139,negative
The customer service is great. I would recommend ordering from their website. I think it's overall a good experience for me.,customer service great would recommend ordering website think overall good experience,0.8591,positive
"Customer service poor on this transaction, I feel they need to improve",customer service poor transaction feel need improve,-0.0516,negative
"I really recommend this site. Very good customer support, fast delivery just good in general",really recommend site good customer support fast delivery good general,0.8961,positive
"I buy online from Nike & regularly use the SNEAKRS app. Never had a problem with quality of product or delivery. Items are sent double boxed & are box fresh having never been tried on, because I know they fit true to my size, this is perfect for me.Nike, you only get 4 stars as the SNEAKRS app raffle system is flawed I’m afraid. I know you have been trying to tackle the bots & multi account resellers, but it just isn’t working. I’m not bitter because I have plenty of L’s because I realise if there was another way I still may lose! However, check eBay as soon as a raffle closes & you’ve notified winners & there’s a multitude of listings, sometimes 10x market value. It’s a free market economy, resellers are healthy to some extent driving hype for you & not everyone can win but maybe introduce a loyalty bonus for the raffle, whereby your loyal, regular buying public at least get a better chance for all the £’s or $’s they’ve spent to actually wear the kicks at original ticket price.",buy online nike regularly use sneakrs app never problem quality product delivery items sent double boxed box fresh never tried know fit true size perfect menike get stars sneakrs app raffle system flawed im afraid know trying tackle bots multi account resellers isnt working im bitter plenty ls realise another way still may lose however check ebay soon raffle closes youve notified winners theres multitude listings sometimes 10x market value free market economy resellers healthy extent driving hype everyone win maybe introduce loyalty bonus raffle whereby loyal regular buying public least get better chance theyve spent actually wear kicks original ticket price,0.99,positive
"All of my Nike products are always extremely durable, fantastic. I have Loads of Nike products and all are very high quality",nike products always extremely durable fantastic loads nike products high quality,0.5965,positive
"I like Nike Uk store really much.Very fast delivery, good service and products! There are disconts for students. I like it!",like nike uk store really muchvery fast delivery good service products disconts students like,0.7845,positive
"I have always used nike (GB) and have never had an issue! I buy for myself, my partner, my son and friends from here.. Clothes, hats, and trainers! Everything has always come on time, in the correct colour and size and perfect condition! Would 100% recommend Nike! Also, if you can’t find what you need, you can go to your local Nike store (if you have one) and they will do it all for you! Fantastic company!",always used nike gb never issue buy partner son friends clothes hats trainers everything always come time correct colour size perfect condition would recommend nike also cant find need go local nike store one fantastic company,0.9169,positive
"Shopping online with Nike.com has always been easy and trouble free. My latest purchase was received exactly 48 hours after placing the order.  Safely delivered by DPD within the promised timeslot, by a nicely presented well mannered happy delivery agent. The quality of my Nike purchase, as expected, is truly exceptional and lovely ""box-fresh"" from the warehouse, guaranteed not to have been ""tried on"" by anyone else but me.  Much better than shopping in-person in-store.From placing my order there were lots of email updates & then a tracking reference for DPD to arrange a personal delivery timeslot.  Could not ask for better. Absolutely perfect Service & exceptional product.  Truly FIRST CLASS !!  Highly recommended 😀👍",shopping online nikecom always easy trouble free latest purchase received exactly hours placing order safely delivered dpd within promised timeslot nicely presented well mannered happy delivery agent quality nike purchase expected truly exceptional lovely boxfresh warehouse guaranteed tried anyone else much better shopping inperson instorefrom placing order lots email updates tracking reference dpd arrange personal delivery timeslot could ask better absolutely perfect service exceptional product truly first class highly recommended,0.9894,positive
"I have tried ordering three things, three different times. The first time, I had forgotten my street address (since it was on my app I had put it in LONG ago and apparently forgotten) So, I didn’t know that I did that. I found out the next day because of tracking information.I talked to someone and they couldn’t have been nicer! In fact, I’ve talked to customer service at least 4 different times and I couldn’t have been happier.Anyways, they were going to give me next day shipping for free, because of the mess up. I ORDERED AGAIN, but forgot to change the address. Man, I was feeling really stupid after this.Why try to order another time? I’m just going to mess it up. I did though, and received it a day earlier than was told, except my hoodie. I talked to someone AGAIN and they’re re-shipping it to me with next day air shipping for free.Even though I had a terrible headache of a time with it, I am very happy with the product and the way they treat their customers. Definitely shopping again.",tried ordering three things three different times first time forgotten street address since app put long ago apparently forgotten didnt know found next day tracking informationi talked someone couldnt nicer fact ive talked customer service least different times couldnt happieranyways going give next day shipping free mess ordered forgot change address man feeling really stupid thiswhy try order another time im going mess though received day earlier told except hoodie talked someone theyre reshipping next day air shipping freeeven though terrible headache time happy product way treat customers definitely shopping,-0.4765,positive
"THEY SAID I WAS UGLY!- (no clickbait)  STORY TIME.I was told by many friends that Nike was a good product. I am sad to report that Nike is probably the worst company that I have ever attempted to use.I Attempted to by a hoodie online but 5 weeks later, I have yet to receive the product. When contacting the company I was told that ugly people do not get hoodies. I was offended but not surprised. I am pretty ugly. I would not recommend using Nike as they will probably give you bacon. I am now very happy using Nike's main rivals, Lonsdale.I will forgive Nike if they give me 5000 V-Bucks.Thank you for reading.P.S- Using Nike is a hard time but the product quality is good. Words no needed.",said ugly clickbait story timei told many friends nike good product sad report nike probably worst company ever attempted usei attempted hoodie online weeks later yet receive product contacting company told ugly people get hoodies offended surprised pretty ugly would recommend using nike probably give bacon happy using nikes main rivals lonsdalei forgive nike give vbucksthank readingps using nike hard time product quality good words needed,0.2023,negative
Excellent service. I usually order my shose onine and I never had any problems,excellent service usually order shose onine never problems,0.7147,positive
"Ordered many items from Nike over the last few years - delivery is always prompt and the returns process is smooth.I absolutely love the usability of both the Nike and Sneakrs apps, from the ease of purchase to the notification of new show releases. What's even better is each pair of shoes comes with a 2 year manufacturer guarantee!Keep up the great work.",ordered many items nike last years delivery always prompt returns process smoothi absolutely love usability nike sneakrs apps ease purchase notification new show releases whats even better pair shoes comes year manufacturer guaranteekeep great work,0.9324,positive
"Nice company, love their products!",nice company love products,0.7906,positive
"Well, Nike is Nike, nothing else to say!Amazing service and shoes, will buy again!",well nike nike nothing else sayamazing service shoes buy,0.2732,positive
Great service! Wouldn’t except anything less from Nike .,great service wouldnt except anything less nike,0.6249,positive
Not really pleased with the experience. Could definitely amp up their game.. it's NIKE..,really pleased experience could definitely amp game nike,0.7089,positive
Amazing Shoes. Have recently bought a few pairs from their online store and they are excellent quality. Keep up the good work Nike!,amazing shoes recently bought pairs online store excellent quality keep good work nike,0.886,positive
great store - i would buy here again,great store would buy,0.6249,positive
Overall good experience but customer service can be better!,overall good experience customer service better,0.7003,positive
Love Nike and my new outfits!! customer service was good too,love nike new outfits customer service good,0.7964,positive
"I am amazed by their company, quality at its best, quick transaction. I purchase a rubber shoes and it is gorgeous. I really enjoyed shopping on their site !! keep up the good work guys!",amazed company quality best quick transaction purchase rubber shoes gorgeous really enjoyed shopping site keep good work guys,0.9577,positive
Great trainers and very cheap they have a wide variety to offer,great trainers cheap wide variety offer,0.6249,positive
"Have made a few purchases and always a great service. My first order I had an issue with the new eircode post code but a customer service agent was in contact within hours with a solution. Fast delivery, it’s free. Great choice of products. Overall great service.",made purchases always great service first order issue new eircode post code customer service agent contact within hours solution fast delivery free great choice products overall great service,0.9578,positive
Excellent at all levels. Ordered many items. All delivered fast. Even returned some and refund was super quick. Very happy so far,excellent levels ordered many items delivered fast even returned refund super quick happy far,0.9062,positive
"Never had a problem with Nike uk 🇬🇧 To be fare I’ve never had to return any items bought. I never go with recommendations of smaller sizes or bigger sizes I always just go with my usual. I’ve ordered both next day delivery and just regular delivery and I have no complaints, even when things have been sent from the Netherlands 🇳🇱. I will continue to buy from Nike as most thing are of high quality",never problem nike uk fare ive never return items bought never go recommendations smaller sizes bigger sizes always go usual ive ordered next day delivery regular delivery complaints even things sent netherlands continue buy nike thing high quality,-0.1134,negative
Nike is a shoe everyone must experience comfort and style your sure to want to walk some miles and at the end of the day thank your shoes your back will,nike shoe everyone must experience comfort style sure want walk miles end day thank shoes back,0.765,positive
Top quality shoes. I am a loyal customer and i never had a bad experience. The best men's athletic brand.,top quality shoes loyal customer never bad experience best mens athletic brand,0.5239,positive
"I have never bought anything from Nike online but as far as my experience in store goes I’ve always been very happy with the quality of Nike products. The friendly and approachable members of staff also add to my positive experiences with this company, especially in my local Liverpool branch. I’ve got a range of their training leggings which are the best fit out of many of the brands that I’ve tried, with thick fabric that washes well and stays looking good for a long time- in spite of frequent wear.  I’ve also had my Nike trainers for about five years and they’re still very comfortable and look relatively new despite again being frequently worn.  Just buy things in store rather than relying on line to avoid potential disappointment with online customer services.",never bought anything nike online far experience store goes ive always happy quality nike products friendly approachable members staff also add positive experiences company especially local liverpool branch ive got range training leggings best fit many brands ive tried thick fabric washes well stays looking good long time spite frequent wear ive also nike trainers five years theyre still comfortable look relatively new despite frequently worn buy things store rather relying line avoid potential disappointment online customer services,0.9551,positive
"I bought a Nike shoes, I'm quite satisfied and the shoes are high quality.",bought nike shoes im quite satisfied shoes high quality,0.4754,positive
"Best customer service experience, if you have any issues with any items give them a call the rectify the issue immediately 5 stars!!",best customer service experience issues items give call rectify issue immediately stars,0.6369,positive
"Fast delivery, highly recommend. Happy customer!!",fast delivery highly recommend happy customer,0.7764,positive
"Nice shoes, the sloes are soft and comfortable, a nice choice for running",nice shoes sloes soft comfortable nice choice running,0.836,positive
"Good quality and stunning appearance, srtongly recommend!",good quality stunning appearance srtongly recommend,0.7906,positive
Top quality goods  and super fast delivery  i have ordered stuff from nike.com in the past and never had a bad experience  too marks,top quality goods super fast delivery ordered stuff nikecom past never bad experience marks,0.8201,positive
Good experience.Not excellent but not bad.,good experiencenot excellent bad,0.4767,positive
5 stars for Yeezis.,stars yeezis,0.0,neutral
"I ordered 2 pairs of football boots on a saturday, and they expectedly arrived the following on wednesday. The boots both fit, and both the delivery, order and payment went smooth. Not the first nor the last time I order from Nike.",ordered pairs football boots saturday expectedly arrived following wednesday boots fit delivery order payment went smooth first last time order nike,0.3612,positive
Nike is the most advanced sneaker company in the word. They mix technologies with fashion as no other.,nike advanced sneaker company word mix technologies fashion,0.25,positive
"Fastest way to get my apple watch was to buy it from Nike, faster shipping than apple.Very happy!",fastest way get apple watch buy nike faster shipping applevery happy,0.5719,positive
"I ordered 3 pairs of running shoes online and chose to ship them Next Day Air.  I received 2 pairs on time but never got the 3rd pair.  After researching tracking info and email confirmations, I discovered that Nike’s shipping department screwed up.  The tracking #’s emailed to me did not match the shipping cartons received.Nike customer service has confirmed the missing shipment but I have been advised that it will take 1-3 days for investigation (UPS trace) and up to 15 days for resolution.  15 days really??  They already took my money but will take 15 days to come back with a resolution? I am very unsatisfied with Nike’s e-commerce as they can’t ship a 3 line order correctly and the customer service policy backing it up requires half a month.  I thought a company of Nike’s stature would be more professional.-- Update 10/18The missing box got re-routed and delivered 4 days later.  And, Nike sent replacement shoes at their cost.  I will be returning the extra shoes in good faith.  So customer service is good, shipping\fulfillment needs training.  2 up'd to 3 stars.",ordered pairs running shoes online chose ship next day air received pairs time never got 3rd pair researching tracking info email confirmations discovered nikes shipping department screwed tracking emailed match shipping cartons receivednike customer service confirmed missing shipment advised take days investigation ups trace days resolution days really already took money take days come back resolution unsatisfied nikes ecommerce cant ship line order correctly customer service policy backing requires half month thought company nikes stature would professional update 1018the missing box got rerouted delivered days later nike sent replacement shoes cost returning extra shoes good faith customer service good shippingfulfillment needs training upd stars,-0.1531,negative
This product needs to improve their shoe soles.,product needs improve shoe soles,0.4404,positive
It's seriously the best customer service. It's like their passion is to provide you with the suitable shoes for you.,seriously best customer service like passion provide suitable shoes,0.8402,positive
"They have some problem but still most of the time they do the job correctly and from time to time they are still making iconic clothes and shoes, so I personally can forget the various problems that do exist.",problem still time job correctly time time still making iconic clothes shoes personally forget various problems exist,-0.743,negative
"Great experience.....I bought 2 pairs of air jordans online in the sale and they were delivered in a couple of days, then i checked bak online the next day when i had them to by some more and they had gone down in price, i went to pay for them but couldnt and upon getting assistance from a nike operative online, she gave me a further discount to apologize for the inconvenience and plus added that discount to the shoes that I had bought the other day!DELIGHTED :) great company!",great experiencei bought pairs air jordans online sale delivered couple days checked bak online next day gone price went pay couldnt upon getting assistance nike operative online gave discount apologize inconvenience plus added discount shoes bought daydelighted great company,0.7717,positive
love the products it's just the people who distribute suckz..,love products people distribute suckz,0.6369,positive
"Generally love Nike products, nothing bad to really say about that. The deliver of one of my orders was a different matter. Although not Nike's fault and the customer service handles the situation well. They really ought to consider the company they use to send out goods on their behalf. The service from store to door is still a refecltion upon Nike.",generally love nike products nothing bad really say deliver one orders different matter although nikes fault customer service handles situation well really ought consider company use send goods behalf service store door still refecltion upon nike,0.7615,positive
Love Nike shoes and all there products.....very easy to shop there online store and they had awesome deals.....and mark downs....great brands too....,love nike shoes productsvery easy shop online store awesome dealsand mark downsgreat brands,0.9042,positive
"UK store review: Really happy with the choice of courier - DPD allows booking of 1-hour slots and delivery guys are great. Also really easy to return items and get a refund. I returned with the prepaid sticker and got reimbursed within 3 days. One star off, as the website does not clearly state that clothes (at least golf clothes) are sold in US sizes, not UK, so a wasted delivery. And staff on the phone were not aware of this, so was advised it was a mistake. But now that I know, I will continue to get my golf gear with Nike online.",uk store review really happy choice courier dpd allows booking 1hour slots delivery guys great also really easy return items get refund returned prepaid sticker got reimbursed within days one star website clearly state clothes least golf clothes sold us sizes uk wasted delivery staff phone aware advised mistake know continue get golf gear nike online,0.855,positive
Great service,great service,0.6249,positive
"Was served by Corinne Tan on 22nd July in Shaw Centre and Was introduced running shoes, Air max. Indeed an excellent presentation done by your staff. Very good product knowledge.Shoes turned out to be very comfortable and light. Excellent product for jogging.",served corinne tan 22nd july shaw centre introduced running shoes air max indeed excellent presentation done staff good product knowledgeshoes turned comfortable light excellent product jogging,0.9274,positive
I honestly do not know why Nike has so many bad reviews - My experience with them was excellent!I ordered khaki huaraches from the site and I got them 2 days later which is really quick considering I only booked a standard delivery!The shoes were so comfortable and totally worth the £62 I paid for them!  I loved my experience with Nike and I will shop at their site again,honestly know nike many bad reviews experience excellenti ordered khaki huaraches site got days later really quick considering booked standard deliverythe shoes comfortable totally worth paid loved experience nike shop site,0.8464,positive
I was in mulund factory outlet the overall staff was good but a person named rahul in staff was not good when i was seeing the shoes he was backbitching to someone about me and whenever i have been there i always seeing him playing with football in the outlet i want you to fire him,mulund factory outlet overall staff good person named rahul staff good seeing shoes backbitching someone whenever always seeing playing football outlet want fire,0.6705,positive
"There are bound to be hiccups when purchasing online. In my case the screen showed an error although the amount has been deducted. Though for most this error is unacceptable, as a programmer I know it may be difficult to 100% guarantee that all payment options would function flawlessly.I contacted the customer service online. He promised to check it out for me and did it as well. He wrote back to inform me that it was a glitch and things are back to normal now.Before writing my review, I managed to glance through what others have wrote. Perhaps I am just lucky to have got Jens online or NIKE has made efforts to improve service quality.I would definitely order again online from NIKE.Best regards,Ashar",bound hiccups purchasing online case screen showed error although amount deducted though error unacceptable programmer know may difficult guarantee payment options would function flawlesslyi contacted customer service online promised check well wrote back inform glitch things back normal nowbefore writing review managed glance others wrote perhaps lucky got jens online nike made efforts improve service qualityi would definitely order online nikebest regardsashar,0.4767,positive
"Till date, all the products of Nike I have purchased demonstrated their best quality. Thank you, Nike, for providing quality products. Hope, you will continue your quality services through your products.",till date products nike purchased demonstrated best quality thank nike providing quality products hope continue quality services products,0.8625,positive
"I bought a tshirt online. The shirt looks fine but I was surprised to get a small tshirt in a large cardboard box. It would be a nicer, simpler and occupying lesser space if it came in a flexible plastic packet.",bought tshirt online shirt looks fine surprised get small tshirt large cardboard box would nicer simpler occupying lesser space came flexible plastic packet,0.7579,positive
Not bad at all but seem colour not true with picture,bad seem colour true picture,-0.1779,negative
"I´m not really a dedicated follower of NIKE, but I bougth myself a pair of Lunarlon runners a while back and brougth them with me to the States, where I had decided to complete R2R2R Grand Cayon (45 miles descendingand ascending >5000 feet twice). Brougth a pair of track shoes, but decided to start out with Lunarlon. And they took me all the way through witout skin lesions or blisters at all! Deadly worn out (I´m 70+) but on intact feet. IMPRESSIVE!!Anders",im really dedicated follower nike bougth pair lunarlon runners back brougth states decided complete r2r2r grand cayon miles descendingand ascending feet twice brougth pair track shoes decided start lunarlon took way witout skin lesions blisters deadly worn im intact feet impressiveanders,0.7089,positive
